    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Population-based model: No genetic data (12 skipped fields)



    Mean time to extinction, SE, SD
    Median time to extinction
    GSVars(3): Mean, SE, SD
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);r-det;r-stoch;SE(r);SD(r);Nextant;SE(Nextant);SD(Nextant);Nall;SE(Nall);SD(Nall);Het;SE(Het);SD(Het);Inbr;SE(Inbr);SD(Inbr);Nalleles;SE(Nalleles);SD(Nalleles);Nlethals;SE(Nlethals);SD(Nlethals);TE;SE(TE);SD(TE);medTE;NRANDx;SE(NRANDx);SD(NRANDx);immigBord;SE(immigBord);SD(immigBord);immigSC;SE(immigSC);SD(immigSC)
Control_09Tech
Population 1: Border
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891;      0;      0;      0; 632.00; 0.00; 0.00; 632.00; 0.00; 0.00; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0163; 0.0001; 0.9890; 14.6088; 0.0006; 6.3193; 2.4965; 0.0001; 1.1137
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.1216; 0.0068; 0.6808; 676.84; 3.62; 361.51; 676.84; 0.04; 361.51; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0061; 0.0001; 1.0013; 14.4559; 0.0006; 6.3748; 2.5033; 0.0001; 1.1180
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.3217; 0.0073; 0.7338; 612.90; 5.40; 540.04; 612.90; 0.05; 540.04; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0077; 0.0001; 0.9960; 14.5056; 0.0006; 6.3299; 2.4742; 0.0001; 1.1207
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.3152; 0.0072; 0.7231; 545.75; 6.62; 662.46; 545.75; 0.07; 662.46; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0057; 0.0001; 0.9940; 14.5534; 0.0006; 6.3051; 2.4917; 0.0001; 1.1164
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.2763; 0.0071; 0.7055; 486.85; 7.73; 773.43; 486.85; 0.08; 773.43; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0031; 0.0001; 0.9993; 14.4569; 0.0006; 6.3793; 2.5128; 0.0001; 1.1211
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.3682; 0.0072; 0.7164; 376.32; 7.44; 744.16; 376.32; 0.07; 744.16; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0068; 0.0001; 0.9941; 14.3965; 0.0006; 6.3595; 2.4738; 0.0001; 1.1163
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.3007; 0.0070; 0.7008; 293.67; 6.84; 684.45; 293.67; 0.07; 684.45; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0173; 0.0001; 0.9952; 14.5069; 0.0006; 6.3310; 2.4964; 0.0001; 1.1185
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.0891; -0.2537; 0.0069; 0.6913; 234.68; 6.35; 634.53; 234.68; 0.06; 634.53; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0102; 0.0001; 0.9962; 14.5141; 0.0006; 6.3459; 2.4991; 0.0001; 1.1117
