    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Population-based model: No genetic data (12 skipped fields)



    Mean time to extinction, SE, SD
    Median time to extinction
    GSVars(3): Mean, SE, SD
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);r-det;r-stoch;SE(r);SD(r);Nextant;SE(Nextant);SD(Nextant);Nall;SE(Nall);SD(Nall);Het;SE(Het);SD(Het);Inbr;SE(Inbr);SD(Inbr);Nalleles;SE(Nalleles);SD(Nalleles);Nlethals;SE(Nlethals);SD(Nlethals);TE;SE(TE);SD(TE);medTE;NRANDx;SE(NRANDx);SD(NRANDx);immigBord;SE(immigBord);SD(immigBord);immigSC;SE(immigSC);SD(immigSC)
Control_SC11
Population 1: Border
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247;      0;      0;      0; 632.00; 0.00; 0.00; 632.00; 0.00; 0.00; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0103; 0.0001; 1.0030; 14.4577; 0.0006; 6.3924; 2.5259; 0.0001; 1.1131
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4141; 0.0043; 0.4300; 1035.31; 3.75; 374.80; 1035.31; 0.04; 374.80; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0069; 0.0001; 1.0059; 14.4733; 0.0006; 6.3582; 2.4953; 0.0001; 1.1241
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4035; 0.0043; 0.4349; 1679.20; 8.99; 899.08; 1679.20; 0.09; 899.08; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0087; 0.0001; 1.0029; 14.5261; 0.0006; 6.3573; 2.5005; 0.0001; 1.1151
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4068; 0.0044; 0.4395; 2728.49; 18.39; 1839.19; 2728.49; 0.18; 1839.19; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0040; 0.0001; 0.9979; 14.4240; 0.0006; 6.3772; 2.5000; 0.0001; 1.1203
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4079; 0.0044; 0.4361; 4455.90; 36.14; 3614.47; 4455.90; 0.36; 3614.47; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0033; 0.0001; 1.0035; 14.6513; 0.0006; 6.3509; 2.4958; 0.0001; 1.1264
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4016; 0.0044; 0.4420; 7229.16; 68.93; 6892.75; 7229.16; 0.69; 6892.75; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0001; 0.0001; 0.9977; 14.4779; 0.0006; 6.3415; 2.4956; 0.0001; 1.1226
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3950; 0.0044; 0.4417; 11670.08; 128.15; 12814.91; 11670.08; 1.28; 12814.91; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0116; 0.0001; 1.0021; 14.5603; 0.0006; 6.3318; 2.5027; 0.0001; 1.1203
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3914; 0.0045; 0.4494; 18762.31; 228.41; 22841.39; 18762.31; 2.28; 22841.39; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0055; 0.0001; 1.0127; 14.6346; 0.0006; 6.2960; 2.5097; 0.0001; 1.1157
