    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Population-based model: No genetic data (12 skipped fields)



    Mean time to extinction, SE, SD
    Median time to extinction
    GSVars(3): Mean, SE, SD
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);r-det;r-stoch;SE(r);SD(r);Nextant;SE(Nextant);SD(Nextant);Nall;SE(Nall);SD(Nall);Het;SE(Het);SD(Het);Inbr;SE(Inbr);SD(Inbr);Nalleles;SE(Nalleles);SD(Nalleles);Nlethals;SE(Nlethals);SD(Nlethals);TE;SE(TE);SD(TE);medTE;NRANDx;SE(NRANDx);SD(NRANDx);immigBord;SE(immigBord);SD(immigBord);immigSC;SE(immigSC);SD(immigSC)
baseline
Population 1: Border
0; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247;      0;      0;      0; 632.00; 0.00; 0.00; 632.00; 0.00; 0.00; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0033; 0.0001; 1.0038; 14.5338; 0.0006; 6.3540; 2.4959; 0.0001; 1.1218
1; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4131; 0.0043; 0.4334; 1035.31; 3.76; 375.71; 1035.31; 0.04; 375.71; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0078; 0.0001; 1.0029; 14.4827; 0.0006; 6.3426; 2.4926; 0.0001; 1.1130
2; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4085; 0.0044; 0.4364; 1686.58; 8.85; 884.59; 1686.58; 0.09; 884.59; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0012; 0.0001; 1.0128; 14.5746; 0.0006; 6.3438; 2.4864; 0.0001; 1.1202
3; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4049; 0.0044; 0.4418; 2736.53; 18.01; 1801.39; 2736.53; 0.18; 1801.39; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0084; 0.0001; 0.9994; 14.3983; 0.0006; 6.3546; 2.4937; 0.0001; 1.1318
4; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4009; 0.0044; 0.4424; 4426.31; 34.76; 3475.57; 4426.31; 0.35; 3475.57; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0113; 0.0001; 1.0065; 14.3340; 0.0006; 6.3282; 2.4901; 0.0001; 1.1214
5; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4050; 0.0044; 0.4419; 7180.73; 65.27; 6527.49; 7180.73; 0.65; 6527.49; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0087; 0.0001; 1.0144; 14.4516; 0.0006; 6.3690; 2.4872; 0.0001; 1.1233
6; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3932; 0.0045; 0.4475; 11637.55; 121.51; 12150.54; 11637.55; 1.22; 12150.54; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0008; 0.0001; 1.0013; 14.4935; 0.0006; 6.3324; 2.5059; 0.0001; 1.1160
7; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3999; 0.0044; 0.4384; 18798.44; 218.53; 21853.16; 18798.44; 2.19; 21853.16; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0105; 0.0001; 0.9939; 14.4522; 0.0006; 6.3406; 2.4984; 0.0001; 1.1258
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4004; 0.0044; 0.4405; 30657.18; 402.09; 40208.89; 30657.18; 4.02; 40208.89; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0178; 0.0001; 1.0242; 14.5139; 0.0006; 6.3549; 2.5080; 0.0001; 1.1163
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4028; 0.0044; 0.4358; 48932.14; 674.80; 67480.08; 48932.14; 6.75; 67480.08; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0097; 0.0001; 0.9947; 14.5301; 0.0006; 6.3000; 2.4881; 0.0001; 1.1169
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3909; 0.0044; 0.4439; 76856.11; 1058.95; 105894.89; 76856.11; 10.59; 105894.89; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0071; 0.0001; 0.9983; 14.4253; 0.0006; 6.3646; 2.5083; 0.0001; 1.1179
11; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3942; 0.0044; 0.4410; 115039.05; 1470.27; 147027.00; 115039.05; 14.70; 147027.00; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0124; 0.0001; 1.0042; 14.4652; 0.0006; 6.3621; 2.5219; 0.0001; 1.1104
12; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3943; 0.0044; 0.4407; 163170.76; 1866.75; 186675.21; 163170.76; 18.67; 186675.21; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0032; 0.0001; 0.9790; 14.5411; 0.0006; 6.3752; 2.4950; 0.0001; 1.1223
13; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3999; 0.0044; 0.4390; 218225.44; 2193.90; 219389.89; 218225.44; 21.94; 219389.89; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0061; 0.0001; 1.0075; 14.4847; 0.0006; 6.3607; 2.5052; 0.0001; 1.1115
14; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3939; 0.0044; 0.4447; 273670.30; 2395.55; 239554.55; 273670.30; 23.96; 239554.55; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0000; 0.0001; 1.0171; 14.3602; 0.0006; 6.3139; 2.4917; 0.0001; 1.1197
15; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4015; 0.0044; 0.4410; 328383.32; 2499.76; 249975.75; 328383.32; 25.00; 249975.75; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0056; 0.0001; 0.9972; 14.5330; 0.0006; 6.3539; 2.5023; 0.0001; 1.1167
16; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3923; 0.0044; 0.4443; 377717.31; 2515.22; 251521.94; 377717.31; 25.15; 251521.94; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0103; 0.0001; 1.0022; 14.5418; 0.0006; 6.3788; 2.4862; 0.0001; 1.1129
17; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3934; 0.0045; 0.4519; 420201.19; 2468.30; 246830.15; 420201.19; 24.68; 246830.15; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0180; 0.0001; 1.0192; 14.4115; 0.0006; 6.3279; 2.4990; 0.0001; 1.1141
18; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3985; 0.0045; 0.4481; 456127.71; 2381.53; 238152.63; 456127.71; 23.82; 238152.63; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0024; 0.0001; 1.0082; 14.4829; 0.0006; 6.3384; 2.4935; 0.0001; 1.1203
19; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3979; 0.0045; 0.4459; 486263.24; 2258.76; 225875.57; 486263.24; 22.59; 225875.57; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0073; 0.0001; 0.9976; 14.5922; 0.0006; 6.3294; 2.5146; 0.0001; 1.1135
20; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3990; 0.0044; 0.4446; 512808.37; 2133.75; 213375.41; 512808.37; 21.34; 213375.41; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0044; 0.0001; 1.0027; 14.4914; 0.0006; 6.4003; 2.5058; 0.0001; 1.1249
21; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3957; 0.0044; 0.4450; 532351.86; 2004.88; 200487.63; 532351.86; 20.05; 200487.63; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0132; 0.0001; 1.0090; 14.4298; 0.0006; 6.3263; 2.4951; 0.0001; 1.1178
22; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4049; 0.0044; 0.4385; 549709.79; 1875.95; 187595.35; 549709.79; 18.76; 187595.35; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0130; 0.0001; 1.0087; 14.4836; 0.0006; 6.3291; 2.4989; 0.0001; 1.1167
23; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3960; 0.0044; 0.4442; 561959.59; 1766.88; 176688.39; 561959.59; 17.67; 176688.39; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0109; 0.0001; 0.9953; 14.4992; 0.0006; 6.4127; 2.4982; 0.0001; 1.1114
24; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3989; 0.0044; 0.4401; 572509.17; 1662.57; 166257.03; 572509.17; 16.63; 166257.03; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0005; 0.0001; 1.0074; 14.6059; 0.0006; 6.3333; 2.5003; 0.0001; 1.1133
25; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3905; 0.0045; 0.4488; 579930.35; 1594.20; 159419.73; 579930.35; 15.94; 159419.73; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0209; 0.0001; 1.0009; 14.3639; 0.0006; 6.3681; 2.4977; 0.0001; 1.1182
26; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3992; 0.0044; 0.4415; 585459.18; 1526.33; 152633.27; 585459.18; 15.26; 152633.27; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0046; 0.0001; 0.9984; 14.5228; 0.0006; 6.3229; 2.5133; 0.0001; 1.1130
27; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3951; 0.0044; 0.4426; 589744.36; 1467.89; 146788.54; 589744.36; 14.68; 146788.54; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0175; 0.0001; 0.9974; 14.5192; 0.0006; 6.3391; 2.5035; 0.0001; 1.1170
28; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3855; 0.0045; 0.4543; 591525.19; 1445.45; 144545.14; 591525.19; 14.45; 144545.14; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0062; 0.0001; 0.9978; 14.5360; 0.0006; 6.3492; 2.5048; 0.0001; 1.1140
29; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3925; 0.0044; 0.4446; 594267.88; 1403.17; 140317.13; 594267.88; 14.03; 140317.13; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0063; 0.0001; 0.9950; 14.4705; 0.0006; 6.3545; 2.4976; 0.0001; 1.1180
30; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3949; 0.0044; 0.4429; 596189.12; 1373.25; 137324.73; 596189.12; 13.73; 137324.73; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0000; 0.0001; 1.0068; 14.4076; 0.0006; 6.3976; 2.4927; 0.0001; 1.1196
31; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3925; 0.0044; 0.4413; 599033.32; 1371.69; 137169.36; 599033.32; 13.72; 137169.36; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0152; 0.0001; 1.0048; 14.5530; 0.0006; 6.3355; 2.5003; 0.0001; 1.1226
32; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3945; 0.0044; 0.4356; 599008.90; 1330.99; 133099.26; 599008.90; 13.31; 133099.26; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0114; 0.0001; 1.0002; 14.5437; 0.0006; 6.3899; 2.5099; 0.0001; 1.1271
33; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3920; 0.0044; 0.4412; 600643.81; 1314.65; 131465.14; 600643.81; 13.15; 131465.14; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0001; 0.0001; 1.0072; 14.4896; 0.0006; 6.3419; 2.5053; 0.0001; 1.1202
34; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3983; 0.0044; 0.4417; 601775.89; 1315.43; 131543.25; 601775.89; 13.15; 131543.25; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0110; 0.0001; 0.9956; 14.4466; 0.0006; 6.3254; 2.5022; 0.0001; 1.1192
35; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3939; 0.0044; 0.4421; 602707.81; 1305.05; 130504.95; 602707.81; 13.05; 130504.95; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0143; 0.0001; 0.9897; 14.4151; 0.0006; 6.3023; 2.5040; 0.0001; 1.1148
36; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4022; 0.0044; 0.4365; 602999.97; 1284.08; 128407.70; 602999.97; 12.84; 128407.70; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0105; 0.0001; 1.0137; 14.5065; 0.0006; 6.3382; 2.5022; 0.0001; 1.1156
37; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4016; 0.0044; 0.4444; 604731.29; 1288.07; 128807.30; 604731.29; 12.88; 128807.30; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0089; 0.0001; 1.0042; 14.5623; 0.0006; 6.3329; 2.5031; 0.0001; 1.1163
38; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3905; 0.0044; 0.4441; 603370.10; 1285.45; 128545.48; 603370.10; 12.85; 128545.48; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0134; 0.0001; 0.9979; 14.5211; 0.0006; 6.3035; 2.4849; 0.0001; 1.1119
39; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3940; 0.0044; 0.4442; 602965.83; 1277.48; 127748.31; 602965.83; 12.77; 127748.31; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0050; 0.0001; 1.0072; 14.4099; 0.0006; 6.3466; 2.4971; 0.0001; 1.1103
40; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3899; 0.0045; 0.4473; 603304.32; 1286.04; 128604.06; 603304.32; 12.86; 128604.06; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0124; 0.0001; 1.0059; 14.4174; 0.0006; 6.2993; 2.4813; 0.0001; 1.1243
41; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3998; 0.0044; 0.4373; 604929.04; 1266.65; 126665.08; 604929.04; 12.67; 126665.08; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0069; 0.0001; 1.0042; 14.4359; 0.0006; 6.3608; 2.5184; 0.0001; 1.1232
42; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4016; 0.0044; 0.4423; 605974.85; 1276.39; 127639.33; 605974.85; 12.76; 127639.33; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0007; 0.0001; 0.9964; 14.5963; 0.0006; 6.3631; 2.4958; 0.0001; 1.1143
43; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3946; 0.0044; 0.4426; 604285.46; 1274.66; 127466.39; 604285.46; 12.75; 127466.39; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0046; 0.0001; 1.0016; 14.5355; 0.0006; 6.3858; 2.4966; 0.0001; 1.1175
44; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3986; 0.0044; 0.4392; 605280.14; 1276.11; 127610.90; 605280.14; 12.76; 127610.90; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0040; 0.0001; 1.0087; 14.5163; 0.0006; 6.3797; 2.4971; 0.0001; 1.1139
45; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4045; 0.0043; 0.4333; 605377.90; 1261.83; 126183.33; 605377.90; 12.62; 126183.33; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0031; 0.0001; 1.0017; 14.5601; 0.0006; 6.2756; 2.4907; 0.0001; 1.1163
46; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3936; 0.0045; 0.4450; 603061.61; 1282.60; 128259.88; 603061.61; 12.83; 128259.88; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0038; 0.0001; 0.9905; 14.4753; 0.0006; 6.3745; 2.5114; 0.0001; 1.1255
47; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3887; 0.0045; 0.4505; 602836.82; 1300.62; 130061.73; 602836.82; 13.01; 130061.73; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0036; 0.0001; 0.9819; 14.4048; 0.0006; 6.3360; 2.5001; 0.0001; 1.1144
48; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.4022; 0.0043; 0.4350; 603444.07; 1280.86; 128086.49; 603444.07; 12.81; 128086.49; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; -0.0010; 0.0001; 1.0062; 14.4591; 0.0006; 6.3843; 2.4926; 0.0001; 1.1240
49; 1.0000; 0.0000; 0.0000; 0.0000; 0.5247; 0.3964; 0.0044; 0.4426; 603434.68; 1292.54; 129254.31; 603434.68; 12.93; 129254.31; 0.0000; 0.0000; 0.0000; 1.0000; 0.0000; 0.0000; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 0; 0.0010; 0.0001; 1.0028; 14.5029; 0.0006; 6.3452; 2.4963; 0.0001; 1.1229
